Keyword,LeftContext,RightContext
Pompeius,und beritten gemacht was indes so allgemeine Mißbilligung fand daß,diese Truppe wiederauflöste und dafür aus den berittenen Hirtensklaven Apuliens
Pompeius,der Chaussee etwa 50 deutsche Meilen von Rom entfernt war,zwei schwache Legionen 7000 Mann Infanterie und eine geringe Reiterschar
Pompeius,an der Saone und Loire zur Hälfte in Belgien während,italische Reserven bereits von allen Seiten in den Sammelplätzen eintrafen
Pompeius,Anfang des Kampfes bis zum Frühjahr sich hinauszog so ergriffen,spanische Truppen im Transalpinischen seine italischen im Cisalpinischen Gallien die
Pompeius,im Transalpinischen seine italischen im Cisalpinischen Gallien die Offensive und,als Taktiker Caesar gewachsen an Erfahrung ihm überlegen war in
Pompeius,Er wählte das letztere Die Konsternation der Gegenpartei war grenzenlos,erhielt die Meldung von Caesars Anmarsch in Rom er schien
Pompeius,daß sie nicht einmal die Kassen in Sicherheit brachten als,sie aufforderte dies nachzuholen wozu ausreichend Zeit war ließen sie
Pompeius,ward großer Kriegsrat in Teanum Sidicinum gehalten 23 Jan dem,Labienus und beide Konsuln beiwohnten Zunächst lagen wieder Vergleichsvorschläge Caesars
Pompeius,sich in regelrechter Weise um das Konsulat zu bewerben wofern,nach Spanien abgehe und Italien entwaffnet werde Die Antwort war
Pompeius,sich anheischig mache die Entwaffnung Italiens und die Abreise des,durch einen ordnungsmäßig in der Hauptstadt zu fassenden Senatsbeschluß herbeizuführen
Pompeius,das Gegenteil war Die von Caesar gewünschte persönliche Zusammenkunft mit,lehnte dieser ab und mußte sie ablehnen um nicht durch
Pompeius,Die Kriegführung anlangend einigte man in Teanum sich dahin daß,das Kommando der bei Luceria stehenden Truppen auf denen trotz
Pompeius,an ob die picenische Landschaft sich so lange hielt bis,zu ihrer Verteidigung herankam Bereits war Caesar mit seiner wiedervereinigten
Pompeius,3000 Mann Camerinum Publius Lentulus Spinther mit 5000 Asculum Die,ganz ergebenen Mannschaften ließen zum größten Teil Haus und Hof
Pompeius,schon verloren als der zur vorläufigen Leitung der Verteidigung von,gesandte Offizier Lucius Vibullius Rufus kein vornehmer Senator aber ein
Pompeius,Caesar noch mehrere Tagemärsche zurück es war nichts im Wege,Instruktionen gemäß sofort aufzubrechen und die geretteten picenischen nebst den
Pompeius,Starrköpfe der römischen Aristokratie und dieser weigerte sich nicht bloß,Befehlen Folge zu leisten sondern verhinderte auch den Vibullius wenigstens
Pompeius,nach Apulien abzurücken So fest hielt er sich überzeugt daß,nur aus Eigensinn zaudere und notwendig zum Entsatz herbeikommen müsse
Pompeius,die in die umliegenden Städte verlegten Rekrutenhaufen in Corfinium zusammenzog,aber erschien nicht und aus guten Gründen denn seine beiden
Pompeius,40000 Mann zur Hälfte gedienter Leute stand Solange Domitius auf,Eintreffen hoffte ließ er die Stadt verteidigen als dessen Briefe
Pompeius,von 3500 Mann war bereits früher genötigt worden zu kapitulieren,hatte Italien verloren gegeben sowie Caesar Picenum eingenommen hatte nur
Pompeius,gesetzt Hier fanden die beiden Legionen von Luceria und was,in dem menschenleeren Apulien an Rekruten in der Eile hatte
Pompeius,4 März mit der kleineren von etwa 10000 Mann erwartete,in Brundisium die Rückkehr der Flotte denn wie wünschenswert für
Pompeius,schwimmende Brücken zu schließen um die rückkehrende Flotte auszusperren allein,ließ die im Hafen liegenden Handelsfahrzeuge armieren und wußte die
Pompeius,lange zu verhindern bis die Flotte erschien und die von,trotz der Wachsamkeit der Belagerer und der feindlichen Gesinnung der
Pompeius,allgemein Feinde und Freunde sahen in Caesar einen zweiten Catilina,glaubte oder behauptete zu glauben daß Caesar nur durch die
Pompeius,bis Brundisium unablässig die Versuche erneuert eine persönliche Zusammenkunft mit,und einen erträglichen Vergleich einzuleiten Aber wenn die Aristokratie schon
Pompeius,einflußreichen Senatsmitgliedern nur wenige darunter war trotz der Befehle des,und der Konsuln in Italien zum Teil sogar in der
Pompeius,Als dann Caesar den Senat ersuchte wenigstens seine Friedensvorschläge an,zu übermitteln war man dem an sich zwar nicht entgegen
Pompeius,derselben Schlaffheit des hohen Kollegiums durch die kurz zuvor Caesar,legale Ernennung zum Oberfeldherrn in dem Bürgerkrieg vereitelt hatte scheiterte
Pompeius,Gallien offensiv zu führen durch Caesars Angriff vereitelt war hatte,nach Spanien zu gehen beabsichtigt Hier hatte er eine sehr
Pompeius,zählte sieben Legionen es dienten darin eine große Anzahl von,Veteranen und die mehrjährigen Kämpfe in den lusitanischen Bergen hatten
Pompeius,Kommando geführt und nach dessen Beendigung sie neu eingerichtet hatte,konnte nach der italischen Katastrophe offenbar nichts Besseres tun als
Pompeius,sich den spanischen Truppen und der spanischen Bevölkerung anzuvertrauen genug,blieb im Osten und Caesar hatte die Wahl den nächsten
Pompeius,entweder gegen die Armee zu richten die in Griechenland unter,eigenem Befehl sich organisierte oder gegen die schlagfertige seiner Unterfeldherren
Pompeius,sowie Caesar ihn freigegeben sich mit seinem Gesinde und mit,Vertrauensmann Lucius Vibullius Rufus nach Massalia auf den Weg gemacht
Pompeius,gemacht und in der Tat die Stadt bestimmt sich für,zu erklären ja Caesars Truppen den Durchmarsch zu weigern Von
Pompeius,unter Afranius und Petreius den durch Vibullius überbrachten Befehlen des,gemäß sich aufgemacht um die Pyrenäen dem Feinde zu sperren
Pompeius,seine Armee eingereiht hatte ehrte er diese alten Legionare des,durch die Zusage daß keiner wider seinen Willen genötigt werden
Pompeius,die Gewalt des Siegers Im jenseitigen wo Marcus Varro für,den Oberbefehl führte schien es diesem als er die Katastrophe
Pompeius,Element und sie durften hoffen auf diesem kräftige Unterstützung von,zu empfangen welcher ja das Meer ausschließlich beherrschte Indes Caesars
Pompeius,rasch verfallende Generation Inwiefern diese Kriegsvorgänge des Jahres 705 in,allgemeinen Feldzugsplan eingriffen namentlich welche Rolle in diesem nach dem
Pompeius,im Westen zugeteilt war läßt sich nur vermutungsweise bestimmen Daß,die Absicht gehabt seinem in Spanien fechtenden Heer zu Lande
Pompeius,für die bevorstehende Überfahrt nach Griechenland mitverwandt werden sollten Falls,versuchen würde zu Lande in Italien einzudringen hatten Marcus Licinius
Pompeius,zwischen dieser Insel und dem Festland Das letztere Geschwader griffen,Flottenführer im Adriatischen Meer Marcus Octavius mit der griechischen Lucius
Pompeius,Inselstadt Issa Lissa und andere Ortschaften ergriffen die Partei des,allein die Anhänger Caesars behaupteten sich in Salonae Spalato und
Pompeius,erscheint er wenn man erwägt daß die Verrichtungen der unter,Oberbefehl stehenden Land und Seemacht während des ganzen ereignisreichen Jahres
Pompeius,Afrika war dort vollständig hier wenigstens teilweise gelungen dagegen ward,Plan Italien auszuhungern durch die Wegnahme Siciliens in der Hauptsache
Pompeius,große Sammelplatz der Gegner Caesars ward Makedonien Dorthin begab sich,selbst und die Masse der brundisinischen Emigranten dorthin die übrigen
Pompeius,alles Ernstes den Vorschlag diejenigen Senatoren die im Heer des,gefochten hätten über alle die entweder neutral geblieben oder zwar
Pompeius,des Vermögens zu bestrafen Ein anderer dieser Ultras erhob bei,gegen Lucius Afranius wegen seiner mangelhaften Verteidigung Spaniens eine förmliche
Pompeius,an sie haßten denn auch die laueren Parteigenossen und den,mit seinem persönlichen Anhang wo möglich noch mehr als die
Pompeius,im Pompeianischen Lager waren in Verzweiflung über dies rasende Treiben,selbst ein tapferer Soldat schonte soweit er durfte und konnte
Pompeius,Vorbereitungen im makedonischen Lager lag in der Hand des Oberfeldherrn,Die stets schwierige und gedrückte Stellung desselben hatte durch die
Pompeius,Lentulus und des Lucius Domitius von dem Augenblick an wo,an die Spitze der Armee getreten war hatte er sie
Pompeius,es entschied allein der Erfolg Im Vertrauen auf den Feldherrn,hatte die Verfassungspartei mit Caesar gebrochen die verderblichen Folgen dieses
Pompeius,gebrochen die verderblichen Folgen dieses Bruches fielen auf den Feldherrn,zurück und wenn auch bei der notorischen militärischen Unfähigkeit aller
Pompeius,die der vornehmen Generale die mit ebenso gutem Fug wie,sich Prokonsuln und Imperatoren nannten und der vornehmen Herren die
Pompeius,unvermeidliche Rücksicht auf eine kollegialische und ihm persönlich abgeneigte Behörde,schon an sich in seiner Tätigkeit hemmte so steigerte diese
Pompeius,Verkehrtheiten ihr eigenes Gewicht hätte einsetzen können war nirgends vorhanden,selbst war dazu geistig viel zu untergeordnet und viel zu
Pompeius,die erforderliche moralische Autorität gehabt und auch des guten Willens,damit zu unterstützen nicht ermangelt haben allein Pompeius statt ihn
Pompeius,guten Willens Pompeius damit zu unterstützen nicht ermangelt haben allein,statt ihn zum Beistand aufzufordern setzte ihn mit mißtrauischer Eifersucht
Pompeius,in jeder Beziehung unfähigen Bibulus als an Cato Wenn somit,die politische Seite seiner Stellung mit der ihm eigenen Verkehrtheit
Pompeius,und selbst ein Bündnis mit ihnen hätten haben können wenn,nicht unwillig sich geweigert hätte den geforderten Preis die Abtretung
Pompeius,hervorgingen und endlich die Kontingente der Untertanen Wie Caesar hatte,es verschmäht von denselben Infanterie zu requirieren nur zur Küstenbesatzung
Pompeius,gebildeten mehr ansehnlichen als militärisch bedeutenden Nobelgarde und den von,beritten gemachten apulischen Hirtensklaven ausschließlich aus den Zuzügen der Untertanen
Pompeius,teils von ihren Fürsten Sadala und Rhaskuporis herangeführt teils von,in der makedonischen Provinz angeworben waren die kappadokische Reiterei die
Pompeius,Griechenland Vorderasien und Syrien das Ansehen der legitimen Regierung und,oftgefeierte Königs und Völkerklientel vermochte war zum Schutz der römischen
Pompeius,Bewegung gesetzt worden wenn in Italien die Rede ging daß,die Geten Kolcher und Armenier gegen Rom bewaffne wenn im
Pompeius,Segeln Die Stimmung der Soldaten für deren Verpflegung und Sold,genügend sorgte und denen für den Fall des Sieges die
Pompeius,Wege Allein woran schon im März 705 die Verfolgung des,gescheitert war der Mangel an Schiffen drohte auch diese Expedition
Pompeius,erschienen Vielleicht besorgte er daß während des schwierigen illyrischen Marsches,seine gesamte Streitmacht über das Adriatische Meer führen möchte wodurch
Pompeius,wodurch die Rollen auf einmal sich umkehren Caesar in Makedonien,in Italien zu stehen kommen konnte obwohl ein solcher rascher
Pompeius,Armee nachzuführen Ebensowenig gelang ihm selbst die Wegnahme von Dyrrhachion,erfuhr durch einen der Friedensboten Caesars von dessen Vorbereitungen zur
Pompeius,Pompeianischen keine Schlacht anbieten sondern mußte sich glücklich schätzen daß,methodisch zu Werke ging und statt sofort die Schlacht zu
Pompeius,apolloniatischen Küste zu landen und zwang sie an Caesars und,Lager vorbeizufahren und nördlich von Dyrrhachion nach Lissos zu steuern
Pompeius,der ihm entgegengegangen war am rechten Ufer des Apsos aufgenommen,nachdem er vergeblich versucht hatte die Vereinigung der beiden feindlichen
Pompeius,fühlte jetzt sich stark genug eine Schlacht zu liefern aber,ging nicht darauf ein Dagegen gelang es Caesar den Gegner
Pompeius,eine Klippe am Meeresstrand sich ausbreitende Ebene ein Hier nahm,jetzt sein Lager und obwohl die Caesarische Armee ihm den
Pompeius,blieb unternahm Caesar den Höhenkreis zu besetzen der die von,eingenommene Strandebene umschloß um wenigstens die überlegene feindliche Reiterei festzustellen
Pompeius,mit Hilfe der Flotte so leicht ausführbaren Umgehungen zu schützen,griff mehrmals einzelne dieser Verschanzungen an um wo möglich die
Pompeius,da sie auch hier nicht ausreichend Futter fanden Lange konnte,nicht mehr zögern sich durch einen gegen den Feind geführten
Pompeius,einem der alten Lager zum Fluß hingeführten Laufgraben So fand,der den Seinigen zu Hilfe mit fünf Legionen eiligst herbeikam
Pompeius,hatte sie dies nur dem Umstand zu danken daß auch,sich auf dem durchschnittenen Boden nicht frei entwickeln konnte und
Pompeius,der See war er vollständiger verdrängt als je seit des,ältester Sohn Gnaeus Caesars wenige im Hafen von Orikon lagernde
Pompeius,Schlag auszuführen im stande dagegen hing es jetzt nur von,ab gegen den bereits in seinen Subsistenzmitteln sehr gefährdeten Gegner
Pompeius,überzugehen Der Krieg war an einem Wendepunkt angelangt Bisher hatte,allem Anscheine nach das Kriegsspiel ohne eigenen Plan gespielt und
Pompeius,strategisch geschlagen Diese Niederlage hatte zwar nicht diejenige Folge die,nicht ohne Ursache erhoffte zu einer sofortigen völligen Auflösung der
Pompeius,Verfolgung seines Sieges die volle Frucht desselben zu ernten An,war es die Offensive zu ergreifen und er war dazu
Pompeius,abzulassen und wenn sie aufbrach sie zu verfolgen Ferner konnte,Caesar selbst und dessen Kerntruppen in Griechenland stehen lassen und
Pompeius,Haliakmon wieder zusammen und lagerten hier längere Zeit einander gegenüber,konnte zwischen diesen Plänen wählen Caesar blieb keine Wahl Er
Pompeius,trat nach jenem unglücklichen Gefechte den Rückzug auf Apollonia an,folgte Der Marsch von Dyrrhachion nach Apollonia auf einer schwierigen
Pompeius,Leitung ihres Feldherrn und die unverwüstliche Marschfähigkeit der Soldaten nötigten,nach viertägiger Verfolgung dieselbe als nutzlos einzustellen Er hatte jetzt
Pompeius,stand augenblicklich auf der Egnatischen Straße bei Herakleia Lynkestis zwischen,und Scipio und nachdem Caesar sich auf Apollonia zurückgezogen von
Pompeius,von diesem weiter entfernt als von der großen Armee des,zu allem dem ohne Kenntnis von den Vorgängen bei Dyrrhachion
Pompeius,den bei Dyrrhachion erlangten Erfolgen die ganze Landschaft sich zu,neigte und die Boten Caesars überall aufgegriffen wurden Erst als
Pompeius,Thessalien zu entzog ihn im letzten Augenblick der drohenden Vernichtung,mußte sich damit begnügen Scipio aus seiner gefährdeten Stellung befreit
Pompeius,die Siege von Dyrrhachion für die Sieger nicht viele getragen,mit seiner schwerfälligen Armee und seiner zahlreichen Reiterei hatte dem
Pompeius,Sicherheit in Thessalien Vielleicht wäre es das richtigste gewesen wenn,jetzt ohne weiteres mit seiner Hauptmacht zu Schiff nach Italien
Pompeius,von 18 Kohorten und in Kerkyra wo 300 Kriegsschiffe zurückblieben,und Scipio begaben sich jener wie es scheint die Egnatische
Pompeius,Ufer des Enipeus am Abhang der Höhen von Kynoskephalä schlug,sein Lager 72 Pompeius Armee war vollständig beisammen Caesar dagegen
Pompeius,Abhang der Höhen von Kynoskephalä schlug Pompeius sein Lager 72,Armee war vollständig beisammen Caesar dagegen erwartete noch das früher
Pompeius,nachgesandten und bereits in Illyrien angelangten zwei Legionen des Cornificius,Heer elf Legionen oder 47000 Mann und 7000 Pferde stark
Pompeius,Waffen also bei weitem nicht die Hälfte des Normalbestandes zählten,siegreiche mit einer zahllosen Reiterei und guten Magazinen versehene Armee
Pompeius,gelernt hatten war die beste Alle militärischen Gründe sprachen auf,Seite dafür da man nun einmal in Thessalien Caesar gegenüberstand
Pompeius,für die nächsten Wahlen Häuser am Markt zu mieten Als,Bedenken zeigte den Bach der beide Heere schied und den
Pompeius,sich nicht getraute seinerseits zu überschreiten erregte dies großen Unwillen,hieß es zaudere nur mit der Schlacht um noch etwas
Pompeius,Konsulare und Prätorier zu gebieten und seine Agamemnonrolle zu verewigen,gab nach und Caesar der in der Meinung daß es
Pompeius,713 am 9 August 706 die Schlacht von Pharsalos geschlagen,lehnte den rechten Flügel an den Enipeus Caesar ihm gegenüber
Pompeius,hinaus beiderseits gedeckt durch die Reiterei und die leichten Truppen,Absicht war sein Fußvolk in der Verteidigung zu halten dagegen
Pompeius,den der Armee und vor allem den des Feldherrn Als,der seinem Fußvolk von Haus aus nicht traute die Reiter
Pompeius,Soldat gefallen die Armee indes noch im wesentlichen intakt und,Lage weit minder bedenklich als die Caesars nach der Niederlage
Pompeius,durch Beharrlichkeit von ihnen abermals bezwungen zu werden so kannte,das Glück bis dahin nur als die beständige Göttin und
Pompeius,Natur die Verzweiflung nur immer mächtigere Kräfte entwickelte so versank,dürftige Seele unter dem gleichen Druck in den bodenlosen Abgrund
Pompeius,suchen Seine Armee entmutigt und führerlos denn Scipio obwohl von,als Kollege im Oberkommando anerkannt war doch nur dem Namen
Pompeius,oder mußte Alle die Könige Völker und Städte die bisher,Klintel gebildet hatten riefen jetzt ihre Flotten und Heereskontingente zurück
Pompeius,der Pharsalischen Schlacht nicht bloß die manches Jahr zuvor von,frei erklärte Stadt Phanagoria und die Gebiete der von ihm
Pompeius,heimzukehren begehrte als der wildeste unter den wilden Parteimännern Gnaeus,der Sohn auf die Hinrichtung dieser Leute namentlich des Cicero
Pompeius,einzig Cato der sie durch seine sittliche Autorität verhinderte Auch,begehrte keinen Frieden Wäre er ein Mann gewesen der es
Pompeius,kein Platz mehr auf der Erde ist Allein schwerlich dachte,zu groß um eine Gnade zu erbitten die der Sieger
Pompeius,Katastrophe von Pharsalos geschwunden war wieder anfing Hoffnung zu schöpfen,war entschlossen den Kampf gegen Caesar fortzusetzen und nach dem
Pompeius,Kriegsrat statt dem Metellus Scipio Titus Labienus Lucius Afranius Gnaeus,der Sohn und andere beiwohnten allein teils die Abwesenheit des
Pompeius,wenn in der Catonischen Aristokratie oder unter den Anhängern des,so viel Geist und Feuer war wie in der Marianischen
Pompeius,rasch ent schlossen und rasch handelnd alles beiseite gelassen um,zu verfolgen den einzigen seiner Gegner den er als Offizier
Pompeius,derselben gefangen und eilte sowie die notwendigsten Anordnungen getroffen waren,in den Osten nach Dieser war vom pharsalischen Schlachtfeld nach
Pompeius,zu decken mit der ganzen ägyptischen Armee bei Pelusion als,bei dem Kasischen Vorgebirge vor Anker ging und den König
Pompeius,längst von der Katastrophe bei Pharsalos unterrichtet war im Begriffe,zurückzuweisen allein der Hofmeister des Königs Theodotos wies daraufhin daß
Pompeius,Hofmeister des Königs Theodotos wies daraufhin daß in diesem Falle,wahrscheinlich seine Verbindungen in der ägyptischen Armee benutzen werde um
Pompeius,Rücksicht auf Caesar vorzuziehen wenn man die Gelegenheit wahrnehme um,aus der Welt zu schaffen Dergleichen politische Räsonnements verfehlten bei
Pompeius,Wirkung Der General der königlichen Truppen Achillas und einige von,ehemaligen Soldaten fuhren mit einem Kahn an Pompeius Schiff heran
Pompeius,einige von Pompeius ehemaligen Soldaten fuhren mit einem Kahn an,Schiff heran und luden ihn ein zum König zu kommen
Pompeius,und Sein vielleicht nie so schroff hervorgetreten ist wie in,so mag der ernste Gedanke wohl dabei verweilen daß er
Pompeius,gewissem Sinn die Reihe der römischen Monarchen eröffnet Als Caesar,Spuren folgend auf der Rhede von Alexandreia eintraf war bereits
Pompeius,Die Antwort auf die Frage wie Caesar mit dem gefangenen,verfahren sein würde hat der Dolch des voreiligen Mörders abgeschnitten
Pompeius,denselben auf andere Art zu annullieren als durch den Henker,war zwanzig Jahre lang der anerkannte Gebieter von Rom gewesen
Pompeius,gewurzelte Herrschaft geht nicht unter mit dem Tode des Herrn,Tod löste die Pompeianer nicht auf sondern gab ihnen statt
Pompeius,dabei gerecht und selbst nachsichtig Obwohl der Beistand den sie,geleistet hatten zur Auflegung einer Kriegskontribution berechtigte ward doch das
Pompeius,wesentlich denationalisiert war und überdies eine Menge alter Soldaten des,und verlaufener italischer Verbrecher und Sklaven in ihren Reihen zählte
Pompeius,erhalten dem König Pharnakes wiederabzunehmen was derselbe den Verbündeten des,ohne Auftrag entrissen hatte und da dieser ein starrköpfiger und
Pompeius,daß der Dienst den Pharnakes ihm persönlich geleistet indem er,keine Hilfe gewährt habe nicht in Betracht kommen dürfe gegen
Pompeius,Angelegenheiten friedlich geschlichtet die eigenen Bundesgenossen reich belohnt die des,im ganzen mit Geldbußen oder Verweisen entlassen Nur der mächtigste
Pompeius,oder Verweisen entlassen Nur der mächtigste unter den Klienten des,Deiotarus wurde wieder auf sein angestammtes enges Gebiet den Tolistobogischen
Pompeius,An eine Flucht zu den Parthern dachte mit Ausnahme des,selbst kein namhafter Mann der geschlagenen Partei Ebensowenig versuchte man
Pompeius,ein der zweite Oberfeldherr Metellus Scipio die beiden Söhne des,Gnaeus und Sextus der politische Führer der Republikaner Marcus Cato
Pompeius,militärisch zu reorganisieren Vor allem war es notwendig die durch,Tod erledigte Oberfeldherrnstelle aufs neue zu besetzen König Juba hatte
Pompeius,abzulegen Metellus Scipio ferner forderte den Oberbefehl für sich weil,ihn mehr aus schwiegersöhnlichen als aus militärischen Rücksichten im thessalischen
Pompeius,rächte nirgend sich schwerer als hier Hätte er unmittelbar nach,Tode sich nach Afrika gewendet so würde er daselbst ein
Pompeius,den Statthalter Caesars sich erhoben hatten offen die Fahne des,aufsteckten schon halte Pompeius ältester Sohn Gnaeus um diese günstige
Pompeius,erhoben hatten offen die Fahne des Pompeius aufsteckten schon halte,ältester Sohn Gnaeus um diese günstige Wendung zu benutzen sich
Pompeius,der nördlichen Provinz den Aufstand eben noch rechtzeitig unterdrückten Gnaeus,der unterwegs mit einem vergeblichen Versuch sich in Mauretanien festzusetzen
Pompeius,Marianisch Sullanischen Zeit sich erstreckt und ihr Groll gegen den,der sie damals den numidischen Königen untergeordnet hatte II 333
Pompeius,Caesars Reitern ebenso gefühlt wie vor Dyrrhachion von denen des,Die leichten Truppen des Feindes blieben aller Anstrengungen Caesars ungeachtet
Pompeius,Die wenigen angesehenen Männer welche entkamen wie Labienus und Sextus,folgten dem älteren Bruder des letzteren nach Spanien und suchten
Pompeius,neuen Herrscher auf das Reich selbst übernommen Der Kampf den,und die Republikaner gegen Caesars Monarchie unternommen hatten endigte also
Pompeius,festgestellt sie durfte bereits sich datieren von dem Augenblick wo,und Caesar im Bunde die Gesamtherschaft begründet und die bisherige
Pompeius,Reisen das rechte Gegenstück zu der prozessionsartigen Langsamkeit mit der,sich von einem Ort zum andern bewegte war das Erstaunen
Pompeius,seiner Art Wie er selbst niemals einen der Seinen in,kleinmütiger und gefühlloser Art fallen ließ und nicht bloß aus
Pompeius,zu erbittern über die besiegten Mitbürger nicht triumphierte 78 des,oft und immer mit Achtung gedachte und sein vom Volke
Pompeius,Cottas jedoch mit der wahrscheinlich schon durch das Gesetz des,vom J 699 vorbereiteten Modifikation daß die aus den unteren
Pompeius,als die gleichzeitigen Kriminalreden Wenn Caesar der Advokatenberedsamkeit den von,ihr angelegten Maulkorb ließ oder gar ihn noch verschärfte war
Pompeius,und Brauchbarkeit wurden wie Meerwunder angestaunt wie denn namentlich mit,seine Zeitgenossen eine sie in jeder Hinsicht kompromittierende militärische Vergötterung
Pompeius,durch diese Mißwirtschaft vollständig ruiniert wurden Fähige Führer dagegen wie,Caesar Gabinius bildeten wohl aus dem vorhandenen Material tüchtige und
Pompeius,der campanischen Pachtgelder weit überwog Außerdem waren durch Lucullus Metellus,Cato und andere außerordentlicherweise dem Staatsschatz ungeheure Summen zugeflossen Die
Pompeius,an Piso auf einmal 18 Mill Sest 1370000 Tlr an,für die Unterhaltung und Besoldung der spanischen Armee gar jährlich
Pompeius,Mill Tlr und der von den Käufern des Vermögens des,gezahlte Preis auf 70 Mill Sest 5300000 Tlr belief Dieses
Pompeius,jedem 4 Jugera Land aus eigenem Besitz das Vermögen des,belief sich auf 70 Mill Sest 5300000 Tlr das des
Pompeius,kunstvolleren Goldschmucks traten es war schon vollkommenes Barbarentum wenn bei,Triumph über Mithradates das Bild des Siegers ganz von Perlen
Pompeius,erinnern wir nur an die zahlreichen Bürgertruppen die Sertorius und,in Spanien Caesar in Gallien Juba in Numidien die Verfas
Pompeius,Schwert des Hellenismus in Rom und in der Tat nahmen,Städtegründungen im fernen Osten nach jahrhundertelanger Unterbrechung Alexanders segensreiches Werk
Pompeius,in der ebenso langen wie widerwärtigen Liste dieser Individuen ist,vertrauter Bedienter Theophanes von Mytilene welcher durch seine Gewalt über
Pompeius,irgend ein anderer Mann zu dem Ausbruch des Krieges zwischen,und Caesar beigetragen hat Nicht ganz mit Unrecht ward er
Pompeius,sondern auch der Landstädte auch jene bekam nun endlich durch,ein stehendes Theater 699 s S 313 und die campanische
Pompeius,ward dazu benutzt um dem Publikum eine Musterkarte der von,in Asien besiegten Nationen vorzuführen Die den Vortrag der eingelegten
Pompeius,teils im ernsteren Kriege wo wir ihn im Heere des,als Kommandanten des Jenseitigen Spaniens fanden Als die Sache der
Pompeius,der bekanntesten und höchstgestellten Römer zum Beispiel über das des,in der auffallendsten Weise schwanken auf keine sehr hohe Glaubwürdigkeit
Pompeius,Ädil wahrscheinlich 677 Prätor 680 Konsul Daß der Fall des,ein gänzlich verschiedener ist liegt auf der Hand aber auch
Pompeius,gänzlich verschiedener ist liegt auf der Hand aber auch von,wird mehrfach ausdrücklich gemeldet Cicero de imp Pomp 21 62
Pompeius,der Senat ihn von den Altersgesetzen entband Daß dies für,geschah der als sieggekrönter Oberfeldherr und Triumphator an der Spitze
Pompeius,anzugehören scheinen gehören hierher die Worte Romanus exer citus des,frumenti gra tia r emotus in Vascones i it emque
Pompeius,ausstattet und insofern sind die legati pro praetore des Prokonsuls,eine Neuerung und schon denen gleichartig die in der Kaiserzeit
Pompeius,ward König Romulus von den Senatoren in Stücke zerrissen 17,verteilte unter seine Soldaten und Offiziere als Ehrengeschenk 384 Mill
Pompeius,eingetragen haben 19 Den Winter 689 90 65 4 brachte,noch in der Nähe des Kaspischen Meeres zu Dio 37
Pompeius,Dio 37 7 Den Winter 690 1 64 3 scheint,in Antiochia sein Hauptquartier gehabt zu haben Joseph 14 3
Pompeius,6 und Dio 37 15 ohne Zweifel beide nach Livius,bis nach Petra gelangen auch wohl die Stadt einnehmen oder
Pompeius,3 3 4 bestätigt Wenn König Aretas unter den von,Besiegten in den Bulletins figuriert so genügte hierfür sein durch
Pompeius,Besiegten in den Bulletins figuriert so genügte hierfür sein durch,veranlaßter Abzug von Jerusalem 21 Diese Auffassung beruht auf der
Pompeius,Ausschmückung davon ist es wenn in den Verzeichnissen der von,besiegten Landschaften und Könige Medien und dessen König Dareios aufgeführt
Pompeius,p 140 Appian Mithr 117 und daraus weiter herausgesponnen ist,Krieg mit den Medern Vell 2 40 Appian Mithr 106
Pompeius,stattgefunden es ist einfach jene unleidliche wie es scheint aus,großartigen und absichtlich zweideutigen Bulletins sich herleitende Übertreibung die aus
Pompeius,Nisibis gemacht hat 22 Der Krieg den dieser Antiochos mit,geführt haben soll Appian Mithr 106 117 stimmt sehr wenig
Pompeius,bloß daraus herausgesponnen daß Antiochos von Kommagene unter den von,unterworfenen Königen figurierte 23 Hierauf zielt vermutlich Ciceros Vorwurf de
Pompeius,immunes habemus socios vectigales insofern nämlich jene Piratenkolonien wahrscheinlich von,zugleich mit der Immunität beschenkt wurden während bekanntlich die von
Pompeius,fg nicht der Sturz des Senats war sondern der des,Doch fehlt es auch an solchen Beweisen nicht Daß die
Pompeius,688 689 66 65 und die Servilische Rogation speciell gegen,gerichtet waren ist gleichfalls bezeugt Sallust Cat 19 Val Max
Pompeius,Stellung zu der Verschwörung allein schon hinreichend daß sie gegen,gerichtet war 25 Plutarch Crass 13 Cicero de l agr
Pompeius,gute Parteischriften sind 30 Der Eindruck der ersten Ansprache die,nach seiner Rückkehr an die Bürgerschaft richtete wird von Cicero
Pompeius,seinem Hauptquartier sich befunden haben das pontische geht vermutlich auf,Krieg gegen Mithradates da zumal nach der Andeutung des Dichters
Pompeius,subalternes Lagerjournal ist lebendigen Beweis ab 68 Diese Ziffer gab,selbst an Caesar b c 1 6 und es summt
Pompeius,hier tief eingeschnittenen Bach Leake 4 469 nordwärts gelangen und,hätte statt nach Larisa nach Lamia flüchten müssen Wahrscheinlich schlugen
Pompeius,ausgeführt werden können und ohne Zweifel aus diesem Grunde verstand,nur ungern sich dazu hier zu schlagen Der am weitesten
Pompeius,311 111 Die Goldstücke die Sulla II 397 und gleichzeitig,beide in geringer Zahl schlagen ließen heben diesen Satz nicht
Pompeius,Schrift vor dem Ausbruch des Bürgerkrieges publiciert ward nicht weil,hier gelobt wird sondern weil Caesar daselbst die Ausnahmegesetze vom
Pompeius,und mußte er tun solange er ein friedliches Abkommen mit,herbeizuführen suchte nicht aber nach dem Bruch wo er die
